difficulty,question,answers,related,random
5,imply,"signify, necesssarily, suggest, mean, indicate, connote, presuppose, insinuate, inculpate, entail, involve, necessarily, incriminate, infer","specficially, necesarilly, contray, instrinsically, arrise, conceivably, misattribute, pretent, infered, dicate","unpredictable, mollifying, unitiated, exacting, fascinate, countermarch, disorganize, monopolise, detemine, decapitate"
1,important,"authoritative, crucial, critical, vitally, pivotal, valuable, vital, essential","once-important, practial, non-evident, relevants, interisting, widely-acknowledged, very, incredibley, common, extraodinary","despotism, description, impermanent, miserly, clichéd, burst, requite, sociometric, inspirers, overreact"
6,impute,"infere, misstate, insinuate, ascribe, assign, infer, understate","discomfit, exuse, correctitude, prejudgement, intuit, personall, debase, confound, intent, over-estimates","fulfill, unhook, popish, discontinue, cupidity, explaine, glean, meanigful, prognosticating, nutjob"
5,incentive,"reward, rewards, bonus, inducement, benefit, disincentives, inducements, motivator","deterrent, clawback, full-cost, anti-innovation, pay-back, monetary, vitalization, kind, innovation, risk-sharing","absorb, remilitarize, lamentably, identify, incorrrect, maximal, tradtion, activistic, unforgotten, mope"
6,incessant,"continual, relentless, endless, perpetual, unremitting, unending, ceaseless, unrelenting, unceasing","shriller, unflagging, petulant, vexatious, spate, days-long, onrush, omnipresent, fulminations, denunciations","subsequent, nutter, trite, predisposition, officialize, necessarily, happiness, deregulate, focussing, guileful"
6,incidental,"accidential, resultant, ensuant, consequent, nonessential, tangential, inessential, extraneous, attendant, ancillary, sequent, accompanying, consequential, concomitant, gratuitous","heat-of-the-moment, non-importance, non-mechanical, chemical-related, repetive, mere, objectional, fortuitous, non-work-related, interruption","obstrusive, drier, peen, defy, directionless, bashed, involve, sooon, excessiveness, embarass"
6,incite,"quell, foment, propel, stimulate, enflame, inspire, rouse, inflame, provoke, induce, foments, prod, motivate, actuate, move, instigate, prompt","immolate, pre-empt, evoke, disorientate, annoy, annihilate, enage, ameliorate, repress, rase","withdrawable, marvel, quickfix, supportive, problematize, plausible, censure, describes, disqualifed, astuteness"
1,include,"encompass, involve, admit","mention, feature, suggest, sumarise, coorporate, prominate, applaude, list, represention, relfect","connote, subverter, unjustifiable, stratergy, preburner, invites, lifespans, villify, disassociate, happened"
5,incoherent,"unintelligible, disjointed, nonsensical, rambling","jargon-filled, platitudinous, unmeaningful, self-delusional, hopeless, factless, unimpressive, gratuituous, jargon-laden, solipsistic","bring, original, scream, fragment, unhook, overwhelming, legnthy, reexamining, scarcity, undescriptive"
6,incompatible,"uncongenial, contrastive, inappropriate, unfitting, unsuited, mismated, compatiblity, antagonistic, discrepant","restrictive, interference-free, compatible, obsolesence, unsustainable, broadly-accepted, co-extensive, non-reducible, unstandardised, non-romantic","obvious, severely, obliges, bemuse, confirmability, scoff, inflexibility, penalise, fairness, exalted"
5,incongruous,"odd, bizarre, jarring, strange, absurd, anachronistic, oddly, illogical","noncontentious, ill-proportioned, unattractive, disingeneous, bizarre-sounding, disquieting, unpersuasive, non-ironic, regrettable, curious","vulgar, dictator, monetary, exausted, hamfisted, inexorability, gratify, betoken, deny, ignominous"
6,inconsequential,"meaningless, unimportant, insignificant, irrelevant","un-credible, consequense, obvious, content-less, erroneous, insigificant, unnoteworthy, irrealistic, annoying, unsystematic","expalnation, disagreee, parabola, poorness, trivial, panted, unattractive, graviational, plagiarisms, disagree"
6,incorrigible,"unrepentant, inveterate, unrepented, maladjusted","over-entitled, ill-balanced, unadmitted, unrepentent, un-approved, unredeemed, good-willed, mentally-challenged, uncorrupted, uncountered","ineliminable, uninfluenced, fooled, unpersuasively, quotation, undefended, yield, point, historician, schismatic"
2,increasing,"decreased, decrease","extending, tripling, commensurately, re-intensifying, underutilizing, counterbalancing, curtailing, over-and, tightening, staggering","summarizing, discomforted, might, abhorrent, debilitate, depict, nonconfrontational, extraordinarly, distortion, criticism"
6,indict,"reprove, exonerate, castigate, exculpate, demonize, prosecute, acquit, implicate, incriminate, unindicted","assume, expose, stablish, demoralize, supppose, problematize, define, denigrate, convincted, defrock","revival, displeased, surreptitious, inference, excitedly, recorrect, estimating, correspond, breed, nobble"
4,indifferent,"neutral, unbiased, disdainful, immaterial, deaf, unsympathetic, uninterested, spiritless, unperceptive, unconcerned, unbiassed, apathetic, inert, unhappy","vindicative, unchallenging, helpless, comfortless, unattentive, ill-at-ease, stoical, afflictive, inconsistent, unmoveable","optimize, facilitatory, internalize, injurious, synchronic, introduction, deigns, ensnare, kinship, vindication"
5,indigenous,"native, autochthonal, endemic, aboriginal, autochthonic","balinese, patagonian, pan-tribal, non-assimilated, alian, ethno-specific, geocultural, non-governmental, ethno-national, mountain-dwelling","beauty, problematic, panicky, lonly, expansive, connectiveness, unconfident, counterexample, relaxed, thematize"
5,indiscriminate,"unwarranted, selective, unjustifiable, gratuitous, undiscriminating, unselective, discriminatory, arbitrary, excessive","excessiveness, over-hasty, flagrant, ill-written, aggressive, massive, repetitious, over-exuberant, uncontrollable, unneeded","correct, gaslights, placid, steadiness, dauntless, evaluative, bemusing, large, points, youthfulness"
6,indoctrinate,"radicalise, proselytize, teach, brainwash, propagandize","islamise, suppress, sterilize, catechize, hi-jack, acculturate, expouse, deify, recruit, sexualise","expession, periodic, dedication, unbiased, intermittently, formulation, conundrum, depressed, pomp, giant"
5,indolent,"effete, incurious, lazy, otiose, penurious, unambitious, slothful, apathetic, faineant, feckless","loquacious, artless, dull-eyed, undiscerning, vapid, low-minded, infuriatingly, deplorably, unaggressive, narrow-minded","italicising, frantic, inference, suitable, mimic, inveterately, hellhole, reinserts, aggregative, epiphanic"
4,industrious,"resourceful, untiring, tireless, hardworking, enterprising, energetic","practical-minded, good-humored, inventive, progressive-minded, work-people, socially-conscious, clever, unpretentious, tender-hearted, impecunious","concilliatory, underrate, subordinated, throughout, broader, misattribute, tearful, shouted, unhook, frivolous"
4,inevitable,imminent,"unexcusable, over-and, esssential, potentiall, unnecessarilly, unstopable, relentless, stastical, doubling-up, over-easy","intangibles, northmost, shoehorn, virginity, pomp, crafty, reviewee, scandalous, theorization, impartial"
6,inevitable,imminent,"unexcusable, over-and, esssential, potentiall, unnecessarilly, unstopable, relentless, stastical, doubling-up, over-easy","tells, superimpose, reintroduce, compare, presider, cavort, attitude, reparse, all, hazardous"
5,infamous,famed,"little-remembered, less-well-known, flamboyant, idiotic, fabled, ironically-named, too-obvious, vile, too-cool, latest","wanly, documentary, vexatious, detemine, conﬂict, unambivalent, expandability, proceded, discomfited, retrun"
2,infer,"derive, understand, generalize, deduct, extrapolate, imply, surmise, presume, generalise, guess, assume, impute, ascribe, hypothesize, deduce","moralize, detemine, meand, find, learn, stratify, intuiting, misperceive, analyze, indiciate","locket, mesic, deflective, factless, exaggerate, detente, actualisation, unconvincing, belligerent, reiable"
2,infer,"derive, understand, generalize, deduct, extrapolate, imply, surmise, presume, generalise, guess, assume, impute, ascribe, hypothesize, deduce","moralize, detemine, meand, find, learn, stratify, intuiting, misperceive, analyze, indiciate","igeneration, arbitrary, irredeemable, burble, boiling, tangible, building, complacent, demonstrate, agress"
3,influence,"control, affect, work, determine, uninfluenced, shape, effect, charm, sway, mold, exert, impact, tempt, regulate, power","devleopment, strenghtening, imporance, increase, out-side, funk-influenced, impluse, attractivity, secularise, expeience","specficially, tremendous, ingenuous, retributive, exuberantly, unprocessable, mechanise, definitition, thoughtful, misdirections"
2,inform,"apprise, enlighten, educate, notify, remind, advise, instruct","disinforming, appraise, impart, confide, underpin, concerning, admonish, reappraise, confront, de-mystify","falcon, bylines, soulful, mendacious, mismatch, abjure, alarming, obtrusiveness, discsussion, argument"
4,infuriate,"rile, annoy, irk, endear, incense, horrify, enrage, unnerve","bewilders, incessent, harass, condescend, irritating, chastise, demean, re-assure, enervate, pissed-off","athority, positionality, flamboyant, distingush, locate, remilitarize, snored, append, augmenter, noncommittal"
5,infuriate,"rile, annoy, irk, endear, incense, horrify, enrage, unnerve","bewilders, incessent, harass, condescend, irritating, chastise, demean, re-assure, enervate, pissed-off","unnoticed, weepy, decribing, go, customize, antic, alert, uphold, chasten, continued"
4,inhabitants,"indweller, natives, denizen, dweller, habitant, townspeople, settlers, colonists, citizens, populaces","hectors, municpalities, expatriots, majorcans, camp-followers, pupils, martians, habitated, slum-dwellers, handicraftsmen","points, unfathomable, check, true, operationalize, mollified, conventionalist, unapprehended, abreviated, ineffectuality"
5,inherent,"instrinsic, constitutional, uniqueness, inbuilt, specialness, fundamentality, intrinsic, fundamental, underlying, integral, innate, subtlty","ascribable, collectiveness, ownable, insufficiencies, duplicity, ineliminable, over-sensitivity, subtleness, interrelatedness, definitiveness","semiprecious, guilelessness, admits, pithy, detered, goodwill, tremendous, rather, prolife, rambly"
4,initiate,"enlightened, implement, tiro, broach, pundit, induct, pioneer, novice, beginner, savant, engage, tyro, start, undertake","re-engages, use, automatize, substantiate, invitiation, re-kindle, negotiate, recommit, repropose, suppress","mollified, resisting, protrayal, imperious, manic, masochistic, monopolise, vitriolic, illuminate, refugee"
5,innovation,"development, creativity, inventiveness, entrepreneurialism, excellence, design, founding, technology","extraordinariness, ever-advancing, revolutionizing, self-initiative, risk-driven, individualisation, idea-sharing, partnership-building, popularization, development-focused","sensible, reintegration, mulling, happilly, conventionalised, scarcity, relax, augment, assert, inapplicable"
2,insert,"shoehorn, introduce, enter, enclose, tuck, inclose, add, infix, append, reinserts","extact, fill, re-copy, back-fill, snippit, distingush, containt, personalise, eject, drawtube","unban, assertive, slap, assist, demurring, renounce, admits, durst, subcomponents, panderer"
1,insist,"adamant, argue, adamantly, conceed, assert, contend, concede, agree, disagree, importune, simply","couuld, countinue, therefore, counterargue, unequivically, remenber, disagreed, defiantly, stronlgy, abjure","notabillity, activistic, commit, remoteness, meak, participate, aim, trasfer, negotiate, subjectmatter"
3,insists,"contends, disagrees, asserts, demurs, acknowledges, denies, assert, concedes, argues, admits, importune, agrees","mocks, perseveres, disparages, reconfirms, ackowledges, repudiates, proselytizes, sympathises, mistrusts, theorizes","panted, anticipatory, withdrawable, counterinsurgents, clatter, autocrat, trembly, triangularly, exuberant, condole"
4,inspire,"animate, enliven, stimulate, exalt, urge, excite, cheer, exhort, galvanize, energize, barrack, provoke, invigorate, inhale, motivate, revolutionise, empower, incite, enthuse, encourage, prompt, revolutionize","foment, teach, incited, provokes, prompt, cause, liberate, reflect, incentivize, cultivate","respect, acculturate, fill, ardency, waddled, situation, illicit, bayshore, deflect, nutcase"
1,instead,"rather, alternatively, merely, thus, then, opting, simply, just","usually, i.e., re-place, nowwhere, seek, subordinately, proceded, eithers, surely, considerately","cherrypick, resilience, unredeemed, decry, fatalist, bioequivalent, snarled, unforgotten, diminishing, minumum"
6,insurgent,"subversive, rebel, counterinsurgents, militant, irregular, guerilla, guerrilla, seditious","counter-isil, al-qaeda-affiliated, qaeda-style, militiamen, isis-style, al-qaeda-inspired, surge, independentist, militiary, pro-secession","speculation, wordiness, misogynic, unharmonious, explicit, proof, impassive, rebelious, disinforming, warm"
6,intangible,"nonphysical, tangibility, tangibles","non-valuable, penetrable, money-like, unrealizable, excludable, income-producing, undemonstrable, transitory, esssential, extrinsically","tells, methodological, editorialize, retrospectivity, corroborations, analyzation, decent, protest, noncredit, dramaturgy"
4,integrate,"develop, implement, mix, combine, systemize, unify","better-integrated, well-integrated, reshape, reconceive, re-develop, reinforce, reintroduce, incoporate, re-unify, re-configure","preburner, pregancy, signages, sleepy, reoccurrence, collaboration, differenciate, expectant, preliminarily, eduacation"
6,integrity,"fairness, wholeness, honesty, truthfulness, objectiveness","decisiveness, factuality, comfortability, transparence, activeness, compromising, courageousness, essentiality, implicitness, respectibility","websource, savage, putrescible, habituation, assuage, calibrating, committed, been, hardline, commends"
2,intelligent,"smart, perceptive, thinking, levelheaded, healthy, sound, reasoning","strong-willed, enlightened, literate, sapient, enthusiastic, science-minded, on-the-edge, genial, unaggressive, tech-minded","elide, efffect, temporising, calibrating, depict, converge, reak, unknowledgeable, qualified, implement"
5,intercede,"enjoin, mediate, liaise, remonstrate, arbitrate, supplicate, conciliate, temporise, pray, temporize, persuade","reassume, implores, attmept, forbear, seeks, self-immolate, re-gain, re-argue, pervent, re-raise","inflect, swear, grimaced, refuted, hungry, predefine, infiltrate, recover, trudged, analoguous"
5,interpret,"understand, evaluate, rede, render, translate, misinterprete, analyze, represent, read, see, construe","follow, actualise, particularize, differentiate, over-generalize, reify, contemporize, dramatize, essentialize, objectify","remainder, sidled, slay, comical, stepped, sented, unharmonious, multistep, tbey, very"
4,interrogate,"apprehend, confront, examine, analyze, question, detain","probe, penetrate, investigates, delve, recontextualize, perrogative, assimilate, waylay, detains, tyrannize","method, backwardation, successive, crisis, conciliations, interjurisdictional, problematize, guesstimate, already, liason"
4,intimidate,"harrass, terrify, coerce, terrorise, terrorize, harass, restrain, embarrass, browbeat, frighten","de-legitimise, displease, befuddle, excite, neutralize, penalize, coddle, mesmerise, coercer, outmuscle","copiousness, mythical, tangible, 15years, hide, petulant, absurb, formulating, traceable, damp"
5,intimidate,"harrass, terrify, coerce, terrorise, terrorize, harass, restrain, embarrass, browbeat, frighten","de-legitimise, displease, befuddle, excite, neutralize, penalize, coddle, mesmerise, coercer, outmuscle","recriminatory, demilitarise, disembarking, obsure, subcontinent, unrelenting, remonstrate, optional, huddled, forgetable"
6,intrepid,"adventuresome, fearless, courageous, indefatigable, enterprising, plucky, brave, dauntless, adventurous, doughty, audacious, hardy, unfearing","technically-minded, half-crazy, gung-ho, uncomplaining, kind-hearted, adventurousness, incautious, admirable, braving, studious","invite, gorgeous, hangdog, excludable, finessed, susceptible, sexualize, references, indignation, clinical"
6,intuitive,"visceral, straightforward, nonrational, simple, logical","rule-driven, un-nuanced, puzzle-like, functional, unaggressive, gesture-based, super-easy, logic-based, simpler, unobtrusive","specificness, confustion, admonishment, geocodes, deform, preventative, rewiew, unvarying, straightforwards, stepwise"
1,investigate,"assess, uncover, enquire, explore, discover, analyze, inquire, examine","uncovering, dissimulate, probed, evalute, problematize, witnessess, uncovers, engage, particularize, predict","merciful, defintiion, widespread, metonym, subquestions, conserve, inauguration, strain, lugubrious, homogenise"
1,investigate,"assess, uncover, enquire, explore, discover, analyze, inquire, examine","uncovering, dissimulate, probed, evalute, problematize, witnessess, uncovers, engage, particularize, predict","restabilize, objectional, proceed, like, slither, dictatorial, brave, inquire, alterate, ceaseless"
3,investigate,"assess, uncover, enquire, explore, discover, analyze, inquire, examine","uncovering, dissimulate, probed, evalute, problematize, witnessess, uncovers, engage, particularize, predict","commodious, partion, aggravate, woozy, confirm, commecial, ship, working, neophytes, chastize"
2,invitation,"disinvite, request, disinvited, uninvited, offer, disinviting","meeeting, condolence, encouragment, dismission, attend, exhortation, urge, letter-box, inauguration, admonishment","mimick, dicey, theologist, ineloquent, suplied, lethargy, evasions, suitable, scheming, subtility"
1,invite,"disinvited, bid, urge, ask, receive, allow, tempt, encourage","liketo, tempt, requite, denounce, appreciate, imploring, compliment, de-motivate, enouraged, chastize","subquestions, repetitious, ostracise, unsatisfied, awaken, decent, onerous, mischevious, sensationalistic, supposidly"
4,irate,"enraged, ireful, exasperated, incensed, angry, infuriated, indignant, disgruntled, outraged, annoyed","embarassed, jaded, insulted, belligerent, horrified, inebriated, chagrined, mollified, snappish, crabby","engine, analize, climaxed, magnify, contentious, technobabble, unirrigated, chart, animosity, ceate"
4,irrelevant,"useless, inconsequential, superfluous, nonsensical, meaningless, pointless, inapplicable","inconvenient, prejudicial, problematical, non-issues, ridculous, un-credible, unreliable, unencylcopedic, useles, uneeded","impalpable, soure, nonliving, renforçant, cronological, discovering, contentment, die., dismissiveness, repare"
3,irrigate,"unirrigated, microirrigation, water, fertilize","water-stressed, water-scarce, vegetate, low-land, liquidise, inundate, water-sensitive, water-purifying, hot-water, rinsate","clarify, brusque, heartlessly, unostentatious, contextual, complusory, bacause, provision, perceptional, subseqent"
2,irritate,"enrage, nettle, rile, irk, nark, embarrass, chafe, devil, rag, bother, unnerve, vex, annoy, gravel","de-motivate, incapacitate, disrupt, motivate, degrade, soften, complicate, destress, off-put, aggrandize","destabilize, enduringly, fig.1, terrified, remunerative, rectitude, endquote, muttering, noxiously, negative"
5,isolate,"stigmatize, neutralize, ostracize, confine, sequester, marginalize, identify","co-relate, magnify, discredit, exacerbate, antagonise, relativize, banish, de-humanise, particularize, punish","calamitous, dessert, stroppy, defininition, acknowledges, unquote, claify, suppositious, invitiation, compulsivity"
1,jealous,"spiteful, arrogant, vengeful, angry, revengeful, envy, resentful, mistrustful, annoyed","fame-hungry, angry., enrages, displeased, loud-mouthed, hypervigilant, hypocritcal, envies, power-drunk, fame-obsessed","reacquires, envies, buffeting, enourage, tentativeness, candidates, buddie, unbeautiful, exculpating, legalise"
5,jeopardize,"hamper, imperil, undermine, venture, adventure, stake, hazard, endanger, hinder, threaten, peril, impede, disrupt, undermining, menace","solidify, increase, incriminate, over-commit, revitalize, dooming, monopolize, legitimize, de-humanize, nullify","ascription, rationalize, lesional, hyphenate, theologist, mischievousness, unimportantly, saddened, rageful, moistening"
6,jubilation,"joyous, euphoria, rejoicing, triumph, exultant, cheering, joy","bedlam, gaiety, glumness, bitterness, fervency, hand-clapping, awe, soul-stirring, acclamations, mirthful","personable, unprincipled, complimentarity, adament, uninterrupted, unrealizable, outlay, enthusiast, terrify, farmlands"
6,judicious,"thoughtful, tactful, sensible, skillful, heady, wise, prudent, careful","well-disciplined, decent, rigorous, modest, overcautious, nonjudicial, well-articulated, unsparing, well-arranged, ruthless","rigourous, disqualify, asymmetrical, exhort, nonexistant, defang, differet, retrospection, verifing, warlike"
5,jurisdiction,"multijurisdictional, purview, authority, territory, interjurisdictional","registery, remit, sub-province, justiciary, mandation, magistrate, adjudicates, province-level, commonlaw, court-case","decreased, stept, available, overcome, equitable, justifiability, precious, undermind, visiblity, allow"
1,label,"pronounce, judge, mark, tag, sublabels","subbrand, plus-sign, branded, eco-labelling, polydor, dischord, dubplate, designate, 18-track, mix-tape","inundate, divine, segregate, side, for, effrontery, considerable, advised, intimation, alterantive"
6,lavish,"ostentatious, unsparing, unstinted, shower, opulent, sumptuous, overgenerous, extravagant, lucullan, plush, munificent, plushy, extravagance, glitzy, extravagances, unstinting, extravagantly, gaudy, lush, luxurious","ceremonious, pomp, diva-like, razzle-dazzle, grand-scale, luxery, super-stylish, extraordinary, cheap-looking, well-arranged","podgy, disinherit, disbute, adjudge, effervescent, inneffective, deadly, domed, tearful, arrive"
5,lax,"slack, stricter, lenient, strictness, sloppy, slipshod, stringent, strict, loose, lackadaisical, shoddy, relaxed","embarrassingly, secretive, loophole-ridden, over-prescriptive, hands-off, authoritarian, enforcement, inexcusably, inflexibility, loose","editability, poorish, reconcile, cripple, rediscuss, slap, waver, eloquence, websource, emotionalized"
1,leader,follower,"governmant, collaborator, frontbencher, spokesperson, instigator, ruler, vice-speaker, king-making, headman, organiser","watch, disolution, modular, collaborator, unrebuked, coerce, bacause, reely, arduous, devise"
1,leaned,"tend, tended, run, sidled, looked, pushed, tilted, gestured, tilt, swayed, slant, incline, angle, list, gravitated, tip, swung, slouched","crept, favored, pointed, snickered, chafed, outreached, cowered, wrenched, backpedaled, seeped","protohistoric, nonrealistic, turned, immediate, valuative, presssure, implicational, recommencing, hardly, honer"
4,legendary,"mythical, fabled, famed, mythic","tale-telling, famousness, good-times, star-power, semi-celebrity, world-acclaimed, photo-realist, horse-headed, heavy-hitter, new-old","unrecognizable, excerise, ravage, meep, disinclined, coronate, critial, nuancing, oposed, uncharitable"
4,liaison,"involvement, intimacy, coordination, coordinator, consultant, amour, advisor, link, affaire, affair, superviser, officer, contact, adviser","consul-general, exective, executive, trouble-shooter, co-leadership, cross-division, sub-agency, policy-maker, representative, officership","begin, recognition, pithy, disdainful, reasons, parade, disillusioned, acquire, imigrant, infiltrate"
4,libel,"defamations, defamation, defamatory, slander","incrimination, tresspass, sue, criminal, republication, plagiarisms, re-publication, infringements, tabloids, blatent","demonstration, destroy, disinforming, officiousness, chastize, etymological, briefer, vulture, disparity, dissimilar"
1,list,"leaning, tilt, inclination, name, number, heel, lean","repsective, sub-entry, infoxbox, taxbox, check-boxes, watch-listed, wait-list, watchlist, to-do, guestlist","rematerialize, stare, excerpts, wearied, wained, ridculous, fascinate, recommencing, injustice, neutralise"
1,listen,"mind, shush, hear, respond, learn, speak, read, watch, heed, hearken, sing","persume, appriciate, askign, empathize, help--and, out-shout, heareth, re-record, sound-check, rev-up","unknowledgeable, urbanise, licensee, brazen, stablise, pointless, scampering, addresser, unlogical, paradoxalement"
6,listless,"uninspired, dull, dispirited, insipid, lethargic, sluggish, morose","faltering, mediocre, distracted, disoriented, lamentably, hangdog, dazed, monotonous, manic, bad-tempered","anyhing, affability, proliferate, simplistic, responsible, agregate, collect, enable, compentent, laudatory"
1,living,"experience, sustenance, survive, support, life, go, dwell, subsist, keep, be, inhabit, last, know, exist, alive, aliveness, endure, populate, animation","souling, family-supporting, sea-dwelling, nomadically, renound, parasiting, back-garden, plant-life, high-living, lifestyle","permissibility, martians, ancestry, illustrious, quash, depth, unpredicted, neednt, supress, americanize"
6,lobbyist,"lawmaker, congressman, lawyer, senator, legislator, congressperson, politician, businessman, attorney, staffer","speechmaker, advocator, trader, tax-dodger, attorney-in-fact, ex-secretary, pro-voucher, colleague, muckraker, campaign-finance","banal, tailpipe, eggregious, signifcance, concede, notify, startles, causality, shoddy, happpen"
3,lofty,"prosaic, rarefied, noble, majestic, eminent, soaring, exalted, sublime, grand, high, idealistic, gallant, elevated, magnificent, rarified, grandiose, towering, highfalutin, proud","buddha-like, ineffable, country-like, sky-scraping, vain-glory, narrow, lowish, sky-line, curtain-like, dome-like","untroubled, inaccurate, survive, modulate, exult, contrariness, wilfulness, inside, inconsistent, conscious"
6,longevity,"lifespan, lifespans, usefulness, permanence, efficiency, youthfulness","handiness, stature, upgradability, reliabilty, incorruptibility, extensiveness, immortalization, solidness, wellbeing, editability","protists, nonpunitive, bloviate, postpone, find, fatuous, represention, depressed, windspeed, preferance"
1,lovely,"delightful, adorable, fabulous, wonderfully, nice, splendid, beautiful, beautifull, endearing, wonderful, beautful, gorgeous","unspoilt, not-quite, sweetly, restful, cool, bloomy, sparkly, well-loved, well-wrought, quiet","disinforming, suvs, update, estuarial, recognize, disrespectful, governmant, enourage, forceable, sleep"
5,lucrative,"profitable, moneymaking","highflying, well-advertised, market-like, commmercial, highly-targeted, cash-only, tax-break, succcessful, ultracompetitive, multibillion-pound","noncredit, perfect, spiney, rememer, casual, besides, unremitting, recommendation, begrudging, gashes"
4,ludicrous,"farcical, laughable, bizarre, silly, nonsensical, absurd, derisory, idiotic, cockeyed","merit-less, presumptuous, contemptible, ghastly, inexplicable, ill-thought, hilarous, unlogical, grandious, unfounded","favorable, finally, organology, eduacation, selfconfidence, compare, pedagogic, unskilful, impartiality, inexorability"
4,mandatory,"voluntary, required, requirement, optional","complusory, fixed-penalty, super-strict, restriction, auto-safety, slap-on-the-wrist, restrictive, court-issued, pre-initiation, up-or-out","esssential, disenchantment, jusify, militiary, overbear, newname, salience, bemusing, thwarting, purgative"
5,mandatory,"voluntary, required, requirement, optional","complusory, fixed-penalty, super-strict, restriction, auto-safety, slap-on-the-wrist, restrictive, court-issued, pre-initiation, up-or-out","apport, reenergize, alian, exerpt, rejection, enriches, inadequate, citeria, implicite, shamble"
3,manipulate,"control, suppress, fudge, misrepresent, distort, contort, visualize, cook, alter, fake, modify, subvert, exploit, falsify, rig, wangle","preserve, motivate, modulate, affect, induce, de-motivate, reconfigure, differentiate, analyse, navigate","crossing, foments, crossable, pregancy, chastisement, counterflow, watch, objectify, unremitting, stubborn"
1,march,"abut, parade, Mar, edge, demonstrate, butt, exhibit, border, borderland, process, adjoin, protest, rally","waling, paraded, post-battle, mobilizations, westward, hartal, saunter, d-day, demarchy, remobilize","quoteable, incapacitate, presentation, recruite, pliant, nontraumatic, thwacked, euphonic, discrepency, difficult"
2,marine,"seagoing, coastal, leatherneck, nautical, naval, aquatic, oceanic","watercraft, tuna-fishing, inter-oceanic, aquamarine, algae-based, coral, sea-port, landlubber, submariner, water-dwelling","enourage, sexualize, readaptation, corequisite, coexpression, formal, beguiling, wavery, assist, remark"
3,massive,"monumental, large, colossal, enormous, huge, gigantic, monolithic, humungous, huger","politically-inspired, dramatical, heavy-looking, major, non-consequential, horrible, over-sized, endless, extraodinary, cgi-heavy","vile, egalitarian, knowledgable, civlization, heartless, satisfied, confrontation, cliched, infatuated, revitalise"
1,matter,"count, topic, issue, affair, fact, suject, factly, substance, subject, thing, isssue, weigh","issues--and, resonse, proceeed, commnity, particularise, dipsute, substanciate, pertain, irrlevant, course","discomfited, repped, disbelieve, repercussions, exultation, pandang, insusceptible, theorizes, concurrent, nicest"
2,maximum,"minimium, uttermost, limit, utmost, limits, total","no-effect, initial, time-limits, higher, durational, incremental, limitative, 25-degree, finite-size, load-following","probe, disgree, extremely, chasten, adifferent, disolution, luminous, jollier, undeniable, high"
6,meager,"dismal, scant, feeble, unimpressive, stingy, pitiful, lackluster, modest, scanty, skimpy, paltry, scrimpy","uneven, lacklustre, lower-than-average, unimaginative, fewness, feebler, not-so-humble, poorness, less-than-optimal, nonexistant","citation, jusify, onlyinclude, thrill, drift, revoke, critique, hear, totality, observable"
6,meander,"amble, ambles, zigzagging, dawdle, weave, sidle, wind, ramble, undulate, stroll, thread","offput, unmown, seep, thrum, swirl, sloughs, way-marked, upsweep, strum, counterflow","workaround, pursuasive, invigorate, thereafter, guffaw, restrospective, drop, unredeemed, unjustifiable, trying"
1,measuring,"valuate, appraise, value, mensuration, assess, evaluate, mensurate, quantify","gauge, simulating, formulating, predicating, cost-estimating, generating, redefining, communicating, managing, quantiative","embitterment, tyrant, collectivise, gynormous, suppressed, shrewdness, disimilar, uncapable, processess, dissaprove"
5,mediate,"intercede, liaise, intervene, middle","facilitatory, backchannel, appeciate, disputant, under-stand, comunicate, relate, negociation, sensitise, de-escalating","insinuate, convulse, retainage, whack, neednt, tenacious, immense, alleviation, curvilinear, rebuke"
2,mend,"patch, bushel, revive, fixing, restore, fixture, doctor, darn, strengthen, stabilize, repair, reparation, improve, heal, straighten, revitalize, rectify, fix","patching, entend, intermit, couuld, re-place, re-prove, calrify, perseverate, regenerate, suggest","sycophantic, communist, quoteable, technology, aim, enounced, stunningly, extoll, prognosticating, peerless"
4,merge,"coalesce, conflate, blend, immix, combine, commingle, unite, flux, meld, unify, mix, fuse","amalgamating, redirect, redirections, stub-article, re-naming, propose, cleanup-rewrite, re-list, restructure, de-tag","contemporary, joyful, monopolise, inundate, priceless, correctitude, jape, thoughtfulness, boxercise, beach."
5,meticulous,"exacting, thorough, painstaking, diligent, careful","well-edited, self-critical, time-efficient, cool-headed, unflashy, excellent, no-nonsense, note-perfect, carefully-designed, pragmatic","commecial, sumed, differentiate, careful, stoical, destine, intransigent, revert, relfect, misrepresenting"
2,minimum,"limit, maximal, maximun","fair-share, highish, length, near-ideal, time-in, exceedence, maxsize, six-degree, discretional, approximability","irascible, reject, endear, disgust, thriller, cavorted, approximability, deceptiveness, weary, outgrow"
1,miserable,"piteous, pathetic, dismal, hapless, wretched, awful, dreadful, unhappy, poor, scurvy, pitiful, abject, low, scummy, paltry, measly, woeful, hopeless, suffering","characterless, bootless, poorish, abominable, insipid, pitiably, damned, happy-sad, life-sapping, manful","concpet, adaptable, hardline, invent, plaint, disuade, attend, portentious, unbiassed, fascinate"
4,mitigate,"lessen, reduce, minimize, counteract, prevent, minimise","catalyze, promote, confront, elucidate, radicalize, alleviation, proactively, monetize, fortify, intensify","refuting, hostilities, staying, endorsment, truculent, subjectmatter, executive, exuberant, interational, jusify"
